val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
766,913,380,299,718,854,98,511,488,618,7,9,2,1,6,8,0,4,3,5
799,159,653,139,554,418,103,102,763,662,9,3,6,2,5,4,1,0,8,7
561,956,957,789,872,326,284,935,656,621,2,8,9,5,6,1,0,7,4,3
380,90,529,655,394,185,23,382,619,400,3,1,7,9,5,2,0,4,8,6
896,59,132,899,910,661,147,865,973,731,6,0,1,7,8,3,2,5,9,4
608,906,953,694,521,295,900,994,305,39,4,7,8,5,3,1,6,9,2,0
715,193,577,937,468,905,369,372,991,309,6,0,5,8,4,7,2,3,9,1
242,511,326,877,352,132,204,553,777,894,2,5,3,8,4,0,1,6,7,9
328,257,371,841,521,75,936,555,724,675,2,1,3,8,4,0,9,5,7,6
66,932,857,318,516,808,240,323,660,73,0,9,8,3,5,7,2,4,6,1
208,893,577,549,442,653,751,520,643,186,1,9,5,4,2,7,8,3,6,0
428,553,720,578,746,399,112,636,916,363,3,4,7,5,8,2,0,6,9,1
246,781,84,439,155,477,954,176,396,859,3,7,0,5,1,6,9,2,4,8
874,596,465,758,890,567,311,492,815,178,8,5,2,6,9,4,1,3,7,0
232,928,446,960,221,281,864,15,449,736,2,8,4,9,1,3,7,0,5,6
797,847,898,596,884,96,636,664,24,15,6,7,9,3,8,2,4,5,1,0
822,291,427,486,979,577,259,424,861,157,7,2,4,5,9,6,1,3,8,0
266,199,467,261,803,943,626,605,560,985,2,0,3,1,7,8,6,5,4,9
542,998,454,939,253,495,391,549,2,16,6,9,4,8,2,5,3,7,0,1
428,757,721,210,269,501,690,442,27,669,3,9,8,1,2,5,7,4,0,6
972,241,440,608,972,143,290,458,743,714,8,1,3,5,9,0,2,4,7,6
775,221,447,10,450,949,111,429,148,795,7,3,5,0,6,9,1,4,2,8
429,985,938,171,280,412,255,275,589,162,6,9,8,1,4,5,2,3,7,0
402,266,955,346,357,343,947,418,200,264,6,2,9,4,5,3,8,7,0,1
265,338,626,755,67,694,31,898,801,191,3,4,5,7,1,6,0,9,8,2
530,767,741,35,602,791,459,570,356,251,4,8,7,0,6,9,3,5,2,1
295,569,172,693,994,942,717,707,268,701,2,3,0,4,9,8,7,6,1,5
97,814,67,836,285,612,100,525,536,506,1,8,0,9,3,7,2,5,6,4
255,315,371,366,894,30,891,468,150,133,3,4,6,5,9,0,8,7,2,1
274,689,443,21,490,866,512,751,133,699,2,6,3,0,4,9,5,8,1,7
558,868,270,970,186,673,854,903,767,776,2,7,1,9,0,3,6,8,4,5
951,450,210,871,852,660,855,857,149,625,9,2,1,8,5,4,6,7,0,3
897,607,676,294,54,791,262,717,92,815,9,4,5,3,0,7,2,6,1,8
112,35,883,383,15,264,974,259,653,991,2,1,7,5,0,4,8,3,6,9
532,59,237,908,487,493,728,991,169,392,6,0,2,8,4,5,7,9,1,3
843,276,341,523,435,279,569,358,747,233,9,1,3,6,5,2,7,4,8,0
692,908,389,934,161,728,460,39,590,757,5,8,2,9,1,6,3,0,4,7
448,940,60,525,981,170,879,331,267,768,4,8,0,5,9,1,7,3,2,6
715,920,118,692,978,426,215,207,740,773,5,8,0,4,9,3,2,1,6,7
255,679,81,753,379,261,184,958,250,867,3,6,0,7,5,4,1,9,2,8
935,828,517,551,618,200,608,657,811,191,9,8,2,3,5,1,4,6,7,0
148,66,663,270,536,887,18,540,634,163,2,1,8,4,5,9,0,6,7,3
801,562,133,447,977,684,465,738,674,573,8,3,0,1,9,6,2,7,5,4
696,143,221,354,694,545,717,957,455,846,6,0,1,2,5,4,7,9,3,8
814,630,479,760,298,18,140,295,912,132,8,6,5,7,4,0,2,3,9,1
300,924,199,387,892,685,993,653,325,850,1,8,0,3,7,5,9,4,2,6
827,871,772,658,808,960,23,42,601,103,7,8,5,4,6,9,0,1,3,2
538,778,907,775,480,528,884,613,623,314,3,7,9,6,1,2,8,4,5,0
199,666,649,999,294,38,528,137,259,684,2,7,6,9,4,0,5,1,3,8
81,808,723,66,963,653,39,601,232,953,2,7,6,1,9,5,0,4,3,8
138,542,426,584,797,20,719,295,955,619,1,4,3,5,8,0,7,2,9,6
930,753,366,961,309,732,79,1,367,931,7,6,3,9,2,5,1,0,4,8
111,806,711,313,518,711,684,675,71,886,1,8,6,2,3,7,5,4,0,9
745,763,138,810,485,250,857,348,475,998,5,6,0,7,4,1,8,2,3,9
56,530,138,712,430,606,8,494,17,174,2,7,3,9,5,8,0,6,1,4
243,638,447,111,890,444,217,761,590,468,2,7,4,0,9,3,1,8,6,5
964,333,708,670,454,224,778,383,61,902,9,2,6,5,4,1,7,3,0,8
440,965,290,437,952,771,487,830,111,882,3,9,1,2,8,5,4,6,0,7
793,978,938,498,587,846,584,766,425,280,6,9,8,2,4,7,3,5,1,0
909,717,525,544,724,963,36,630,45,355,8,6,3,4,7,9,0,5,1,2
576,109,456,147,712,776,625,742,60,391,5,1,4,2,7,9,6,8,0,3
644,20,18,705,823,693,765,445,124,846,4,1,0,6,8,5,7,3,2,9
684,359,470,353,422,71,24,412,885,72,8,4,7,3,6,1,0,5,9,2
52,491,394,140,571,271,249,987,273,564,0,6,5,1,8,3,2,9,4,7
329,27,270,986,232,872,26,149,296,823,6,1,4,9,3,8,0,2,5,7
292,533,876,555,343,667,549,797,895,567,0,2,8,4,1,6,3,7,9,5
877,165,449,966,981,903,310,869,131,180,6,1,4,8,9,7,3,5,0,2
862,75,712,607,417,665,956,213,291,896,7,0,6,4,3,5,9,1,2,8
555,719,31,629,541,911,386,87,451,68,6,8,0,7,5,9,3,2,4,1
523,217,80,670,116,874,224,640,374,953,5,2,0,7,1,8,3,6,4,9
177,497,772,643,152,547,955,953,723,744,1,2,7,4,0,3,9,8,5,6
480,941,538,564,619,340,212,932,614,671,2,9,3,4,6,1,0,8,5,7
509,236,775,31,565,32,414,963,573,394,5,2,8,0,6,1,4,9,7,3
431,692,575,774,594,608,672,625,164,977,1,7,2,8,3,4,6,5,0,9
726,554,647,363,17,880,484,407,658,797,7,4,5,1,0,9,3,2,6,8
406,894,320,645,454,563,783,4,727,211,3,9,2,6,4,5,8,0,7,1
142,531,463,926,508,796,821,75,210,885,1,5,3,9,4,6,7,0,2,8
628,696,94,533,241,634,382,845,340,191,6,8,0,5,2,7,4,9,3,1
100,434,513,485,527,597,315,672,700,949,0,2,4,3,5,6,1,7,8,9
421,438,454,5,281,656,965,882,84,867,3,4,5,0,2,6,9,8,1,7
94,26,180,511,238,481,542,56,168,556,2,0,4,7,5,6,8,1,3,9
50,587,369,964,375,705,200,485,669,979,0,5,2,8,3,7,1,4,6,9
129,956,675,342,126,751,138,797,220,57,2,9,6,5,1,7,3,8,4,0
907,908,491,827,51,393,836,232,8,217,8,9,5,6,1,4,7,3,0,2
326,809,709,955,604,468,242,242,767,368,2,8,6,9,5,4,0,1,7,3
290,842,320,757,198,0,302,903,602,148,3,8,5,7,2,0,4,9,6,1
114,363,887,446,38,291,827,997,977,651,1,3,7,4,0,2,6,9,8,5
510,460,678,774,61,281,425,659,639,66,5,4,8,9,0,2,3,7,6,1
294,192,42,178,729,545,509,237,849,164,5,3,0,2,8,7,6,4,9,1
220,216,321,723,325,377,620,257,612,401,1,0,3,9,4,5,8,2,7,6
862,235,615,216,398,931,636,773,517,970,7,1,4,0,2,8,5,6,3,9
931,753,840,777,993,883,367,688,34,342,8,4,6,5,9,7,2,3,0,1
497,912,874,518,121,520,454,835,431,853,3,9,8,4,0,5,2,6,1,7
109,977,49,886,64,517,137,362,177,653,2,9,0,8,1,6,3,5,4,7
684,751,557,482,168,802,172,468,417,729,6,8,5,4,0,9,1,3,2,7
205,275,903,730,445,419,853,71,615,20,2,3,9,7,5,4,8,1,6,0
785,89,439,341,735,249,880,581,52,6,8,2,5,4,7,3,9,6,1,0
285,213,185,876,949,161,399,914,164,395,4,3,2,7,9,0,6,8,1,5
16,915,966,503,748,61,865,334,524,512,0,8,9,3,6,1,7,2,5,4
340,782,521,315,810,563,657,286,761,807,2,7,3,1,9,4,5,0,6,8
784,548,759,860,779,782,978,154,824,625,6,1,3,8,4,5,9,0,7,2
208,756,205,629,69,633,840,319,566,547,2,8,1,6,0,7,9,3,5,4
164,69,150,554,871,664,716,444,538,703,2,0,1,5,9,6,8,3,4,7
658,2,357,239,941,416,250,555,892,551,7,0,3,1,9,4,2,6,8,5
802,455,748,297,534,209,562,700,494,889,8,2,7,1,4,0,5,6,3,9
186,564,586,805,444,769,58,199,217,546,1,6,7,9,4,8,0,2,3,5
343,231,96,767,801,729,507,766,165,353,3,2,0,8,9,6,5,7,1,4
348,478,407,754,464,596,430,100,756,324,2,6,3,8,5,7,4,0,9,1
390,288,327,275,373,487,353,286,540,615,6,2,3,0,5,7,4,1,8,9
817,686,249,524,531,454,185,994,825,509,7,6,1,4,5,2,0,9,8,3
772,184,329,955,666,290,568,159,981,240,7,1,4,8,6,3,5,0,9,2
461,241,212,715,74,552,499,845,876,242,4,2,1,7,0,6,5,8,9,3
682,533,444,130,868,570,169,429,60,643,8,5,4,1,9,6,2,3,0,7
839,337,838,891,101,162,30,387,697,366,8,3,7,9,1,2,0,5,6,4
102,908,776,315,656,469,899,907,612,338,0,9,6,1,5,3,7,8,4,2
81,201,849,935,893,670,130,168,889,191,0,4,6,9,8,5,1,2,7,3
104,90,509,930,580,558,889,125,404,265,1,0,5,9,7,6,8,2,4,3
970,282,887,483,75,370,426,152,935,678,9,2,7,5,0,3,4,1,8,6
536,374,452,459,283,231,498,394,292,421,9,3,6,7,1,0,8,4,2,5
485,967,5,891,432,277,49,7,612,837,5,9,0,8,4,3,2,1,6,7
353,565,400,488,213,871,751,217,148,281,4,7,5,6,1,9,8,2,0,3
836,621,20,626,931,254,435,424,954,323,7,5,0,6,8,1,4,3,9,2
213,100,788,201,401,487,436,167,877,412,3,0,8,2,4,7,6,1,9,5
33,67,367,823,784,65,741,583,523,235,0,2,4,9,8,1,7,6,5,3
403,242,434,494,675,943,669,484,357,994,2,0,3,5,7,8,6,4,1,9
825,95,134,10,220,128,814,266,405,974,8,1,3,0,4,2,7,5,6,9
263,501,883,795,19,958,408,396,319,942,1,5,7,6,0,9,4,3,2,8
897,447,477,909,422,150,340,320,814,75,8,5,6,9,4,1,3,2,7,0
100,377,683,857,154,353,43,802,939,373,1,5,6,8,2,3,0,7,9,4
955,738,937,229,328,56,575,576,504,956,8,6,7,1,2,0,4,5,3,9
384,530,958,888,19,462,720,542,745,602,1,3,9,8,0,2,6,4,7,5
226,383,750,815,973,860,715,254,402,631,0,2,6,7,9,8,5,1,3,4
177,888,946,177,944,212,186,847,282,606,0,7,9,1,8,3,2,6,4,5
718,793,135,653,126,787,396,539,138,475,7,9,1,6,0,8,3,5,2,4
888,764,515,776,297,291,900,80,979,809,7,4,3,5,2,1,8,0,9,6
563,792,235,716,890,87,7,648,712,80,4,8,3,7,9,2,0,5,6,1
848,315,612,863,857,639,644,712,565,803,7,0,2,9,8,3,4,5,1,6
253,819,216,187,360,500,734,810,875,56,3,8,2,1,4,5,6,7,9,0
733,176,773,951,651,329,877,72,875,512,5,1,6,9,4,2,8,0,7,3
345,466,542,510,81,44,171,521,442,440,3,6,9,7,1,0,2,8,5,4
507,391,885,241,959,87,322,847,657,884,4,3,8,1,9,0,2,6,5,7
942,30,59,8,554,153,451,801,843,886,9,1,2,0,5,3,4,6,7,8
967,332,449,548,637,205,879,606,770,284,9,2,3,4,6,0,8,5,7,1
211,234,457,689,435,632,111,264,879,393,1,2,6,8,5,7,0,3,9,4
63,302,294,883,224,100,569,349,956,3,1,5,4,8,3,2,7,6,9,0
645,916,48,271,318,536,53,343,511,319,8,9,0,2,3,7,1,5,6,4
450,286,825,389,931,473,924,390,603,771,3,0,7,1,9,4,8,2,5,6
576,724,704,920,295,182,346,736,481,163,5,7,6,9,2,1,3,8,4,0
678,552,589,953,260,955,926,317,366,110,6,4,5,8,1,9,7,2,3,0
981,68,693,849,183,502,508,414,893,652,9,0,6,7,1,3,4,2,8,5
460,944,832,647,656,125,515,929,197,854,2,9,6,4,5,0,3,8,1,7
360,884,757,44,127,998,244,12,487,602,4,8,7,1,2,9,3,0,5,6
587,281,9,16,130,461,951,637,1,11,7,5,1,3,4,6,9,8,0,2
388,766,632,691,369,250,240,927,865,717,3,7,4,5,2,1,0,9,8,6
592,983,449,269,174,309,892,415,695,554,6,9,4,1,0,2,8,3,7,5
383,932,913,686,547,310,238,367,6,159,5,9,8,7,6,3,2,4,0,1
468,363,277,135,441,938,819,465,687,435,6,2,1,0,4,9,8,5,7,3
391,44,73,636,616,249,923,216,260,220,6,0,1,8,7,4,9,2,5,3
555,648,294,517,818,595,60,161,544,55,6,8,3,4,9,7,1,2,5,0
613,442,233,512,549,699,879,581,115,375,7,3,1,4,5,8,9,6,0,2
431,774,624,423,181,855,162,437,312,881,4,7,6,3,1,8,0,5,2,9
273,245,701,491,688,547,786,270,713,943,2,0,6,3,5,4,8,1,7,9
231,524,556,400,999,512,644,112,65,762,2,5,6,3,9,4,7,1,0,8
178,239,699,385,94,216,472,863,438,843,1,3,7,4,0,2,6,9,5,8
283,456,672,830,815,857,382,875,78,222,2,4,5,7,6,8,3,9,0,1
230,489,965,432,428,463,622,815,212,821,1,5,9,3,2,4,6,7,0,8
448,563,420,527,991,679,587,780,159,875,2,4,1,3,9,6,5,7,0,8
574,631,236,259,237,25,651,129,169,856,6,7,3,5,4,0,8,1,2,9
854,309,969,218,878,425,291,113,883,127,6,4,9,2,7,5,3,0,8,1
923,754,553,857,844,166,804,48,347,634,9,5,3,8,7,1,6,0,2,4
180,817,424,938,461,113,761,415,677,67,2,8,4,9,5,1,7,3,6,0
603,172,668,553,510,921,108,693,564,265,6,1,7,4,3,9,0,8,5,2
66,145,314,482,321,710,966,376,12,358,1,2,3,7,4,8,9,6,0,5
923,753,450,225,116,293,494,342,422,594,9,8,5,1,0,2,6,3,4,7
251,567,571,878,419,677,758,840,522,117,1,4,5,9,2,6,7,8,3,0
119,530,735,158,53,982,215,511,885,86,2,6,7,3,0,9,4,5,8,1
176,962,293,376,561,302,892,869,947,992,0,8,1,3,4,2,6,5,7,9
432,69,95,648,537,200,924,804,919,766,3,0,1,5,4,2,9,7,8,6
94,519,563,817,268,999,477,858,178,234,0,5,6,7,3,9,4,8,1,2
470,117,576,157,696,282,491,339,967,568,4,0,7,1,8,2,5,3,9,6
698,469,67,144,863,613,242,769,978,798,5,3,0,1,8,4,2,6,9,7
690,63,613,79,973,140,604,501,325,977,7,0,6,1,8,2,5,4,3,9
161,562,551,494,559,771,87,118,737,658,2,6,4,3,5,9,0,1,8,7
206,591,392,516,366,971,58,886,701,111,2,6,4,5,3,9,0,8,7,1
448,828,152,938,335,569,948,503,696,113,3,7,1,8,2,5,9,4,6,0
603,618,722,340,648,667,677,52,255,861,3,4,8,2,5,6,7,0,1,9
276,488,523,208,418,653,961,358,439,810,1,5,6,0,3,7,9,2,4,8
626,933,559,532,338,630,987,234,219,24,6,8,5,4,3,7,9,2,1,0
351,420,371,626,820,766,340,59,743,859,2,4,3,5,8,7,1,0,6,9
737,273,900,949,991,21,201,98,680,844,5,3,7,8,9,0,2,1,4,6
888,769,515,222,148,401,743,474,350,300,9,8,6,1,0,4,7,5,3,2
316,935,477,867,652,659,273,570,278,598,2,9,3,8,6,7,0,4,1,5
490,772,780,609,237,821,565,939,309,722,2,6,7,4,0,8,3,9,1,5
878,726,835,433,466,694,386,886,696,473,8,6,7,1,2,4,0,9,5,3
889,607,32,979,566,175,302,686,757,541,8,5,0,9,4,1,2,6,7,3
973,77,373,392,601,587,730,53,152,583,9,1,3,4,7,6,8,0,2,5
719,142,691,143,339,459,968,202,213,771,7,0,6,1,4,5,9,2,3,8
440,390,705,462,512,408,216,883,464,321,4,2,8,5,7,3,0,9,6,1
499,30,449,463,428,454,936,333,165,747,7,0,4,6,3,5,9,2,1,8
349,6,195,806,856,450,378,73,120,333,5,0,3,8,9,7,6,1,2,4
16,988,194,773,438,118,954,136,893,697,0,9,3,6,4,1,8,2,7,5
70,320,481,87,53,738,431,68,959,51,3,5,7,4,1,8,6,2,9,0
722,833,832,327,230,221,535,754,606,326,6,9,8,3,1,0,4,7,5,2
772,21,719,601,421,631,669,368,587,367,9,0,8,5,3,6,7,2,4,1
710,545,599,663,832,70,315,408,835,299,7,4,5,6,8,0,2,3,9,1
915,840,845,55,795,133,935,878,879,678,8,4,5,0,3,1,9,6,7,2
769,700,13,311,758,492,75,196,596,491,9,7,0,3,8,5,1,2,6,4
693,695,435,801,970,679,544,3,99,220,6,7,3,8,9,5,4,0,1,2
305,142,822,572,293,263,347,855,959,651,3,0,7,5,2,1,4,8,9,6
612,495,379,909,663,186,280,288,536,50,7,5,4,9,8,1,2,3,6,0
43,508,718,657,811,946,991,725,290,95,0,3,5,4,7,8,9,6,2,1
462,776,283,38,112,65,55,783,941,800,5,6,4,0,3,2,1,7,9,8
569,31,442,928,960,988,869,221,102,618,4,0,3,7,8,9,6,2,1,5
852,862,793,950,81,202,119,981,607,625,6,7,5,8,0,2,1,9,3,4
866,703,190,25,499,224,494,917,647,526,8,7,1,0,4,2,3,9,6,5
571,18,250,134,419,7,262,48,80,52,9,1,6,5,8,0,7,2,4,3
377,44,735,944,611,617,207,971,375,636,3,0,7,8,4,5,1,9,2,6
994,851,492,52,796,730,546,878,394,449,9,7,3,0,6,5,4,8,1,2
954,338,234,15,123,170,825,47,316,579,9,6,4,0,2,3,8,1,5,7
544,167,362,679,710,630,575,68,900,187,4,1,3,7,8,6,5,0,9,2
574,888,485,806,343,726,881,773,676,765,2,9,1,7,0,4,8,6,3,5
702,68,285,468,348,315,600,460,617,750,8,0,1,5,3,2,6,4,7,9
406,537,682,180,255,636,124,919,717,428,3,5,7,1,2,6,0,9,8,4
524,825,88,616,266,641,380,992,11,163,5,8,1,6,3,7,4,9,0,2
267,44,652,679,698,702,378,34,101,107,4,1,6,7,8,9,5,0,2,3
892,603,882,644,601,55,200,632,130,174,9,5,8,7,4,0,3,6,1,2
523,145,564,246,859,298,99,530,501,384,6,1,8,2,9,3,0,7,5,4
54,552,43,841,724,858,300,744,223,841,1,4,0,7,5,9,3,6,2,8
889,988,904,343,876,107,545,753,915,456,6,9,7,1,5,0,3,4,8,2
689,446,815,61,493,461,426,118,618,672,8,3,9,0,5,4,2,1,6,7
3,948,902,231,768,12,808,802,21,563,0,9,8,3,5,1,7,6,2,4
458,195,438,4,368,209,185,499,477,285,7,2,6,0,5,3,1,9,8,4
467,274,945,994,668,697,716,368,450,171,4,1,8,9,5,6,7,2,3,0
985,826,563,176,681,516,896,485,27,431,9,7,5,1,6,4,8,3,0,2
473,57,486,702,160,465,771,288,372,688,5,0,6,8,1,4,9,2,3,7
264,295,572,629,198,299,605,357,773,766,1,2,5,7,0,3,6,4,9,8
74,398,413,970,956,934,11,773,393,20,2,4,5,9,8,7,0,6,3,1
426,478,203,560,275,779,221,725,286,494,4,5,0,7,2,9,1,8,3,6
567,522,831,262,802,869,869,425,753,740,3,2,7,0,6,8,9,1,5,4
429,416,113,322,459,630,798,508,273,43,5,4,1,3,6,8,9,7,2,0
859,617,568,976,700,711,528,868,87,423,7,4,3,9,5,6,2,8,0,1
914,727,401,239,779,212,846,784,534,116,9,5,3,2,6,1,8,7,4,0
429,292,560,557,573,431,32,957,425,179,4,2,7,6,8,5,0,9,3,1
134,689,769,704,799,720,270,371,900,785,0,3,6,4,8,5,1,2,9,7
117,251,753,596,751,53,409,826,918,123,1,3,7,5,6,0,4,8,9,2
190,888,585,909,629,347,67,838,693,733,1,8,3,9,4,2,0,7,5,6
293,161,269,56,981,784,65,619,959,136,5,3,4,0,9,7,1,6,8,2
633,703,311,717,777,583,973,846,329,391,4,5,0,6,7,3,9,8,1,2
579,712,190,219,602,789,855,104,867,432,4,6,1,2,5,7,8,0,9,3
466,404,837,813,801,703,109,285,227,326,5,4,9,8,7,6,0,2,1,3
389,341,311,266,286,522,567,280,168,309,7,6,5,1,3,8,9,2,0,4
365,105,624,651,685,539,141,151,483,4,4,1,7,8,9,6,2,3,5,0
739,550,920,253,288,606,974,187,898,90,6,4,8,2,3,5,9,1,7,0
918,906,669,937,412,251,257,930,707,129,7,6,4,9,3,1,2,8,5,0
880,826,7,313,263,685,952,738,484,678,8,7,0,2,1,5,9,6,3,4
458,215,717,684,444,724,35,851,63,166,5,3,7,6,4,8,0,9,1,2
572,22,176,980,321,44,591,667,587,425,5,0,2,9,3,1,7,8,6,4
369,626,552,248,303,439,527,279,567,295,4,9,7,0,3,5,6,1,8,2
576,349,283,840,127,74,346,48,17,594,7,6,4,9,3,2,5,1,0,8
246,713,670,363,285,930,41,967,838,808,1,5,4,3,2,8,0,9,7,6
382,326,627,156,788,456,339,723,223,435,4,2,7,0,9,6,3,8,1,5
843,932,425,715,17,694,542,435,258,941,7,8,2,6,0,5,4,3,1,9
346,206,501,274,467,673,157,124,456,605,4,2,7,3,6,9,1,0,5,8
461,388,83,626,34,870,969,259,76,899,5,4,2,6,0,7,9,3,1,8
83,762,388,695,376,957,530,364,417,589,0,8,3,7,2,9,5,1,4,6
709,895,591,826,38,465,962,955,174,412,5,7,4,6,0,3,9,8,1,2
175,89,221,394,271,925,297,95,623,341,2,0,3,7,4,9,5,1,8,6
106,398,234,200,919,5,800,158,0,741,2,6,5,4,9,1,8,3,0,7
833,803,998,386,892,310,328,353,837,513,6,5,9,3,8,0,1,2,7,4
441,309,180,165,52,373,960,916,512,958,5,3,2,1,0,4,9,7,6,8
732,876,581,644,264,695,126,487,93,402,8,9,5,6,2,7,1,4,0,3
358,159,934,463,88,215,54,858,641,333,5,2,9,6,1,3,0,8,7,4
1,565,326,165,63,464,178,781,794,629,0,6,4,2,1,5,3,8,9,7
930,801,408,197,211,610,922,767,915,872,9,5,2,0,1,3,8,4,7,6
274,480,370,278,588,870,986,900,133,752,1,4,3,2,5,7,9,8,0,6
98,687,761,295,497,867,825,460,793,505,0,5,6,1,3,9,8,2,7,4
569,914,27,680,35,759,532,522,917,690,4,8,0,5,1,7,3,2,9,6
854,705,871,609,732,293,335,590,810,85,8,5,9,4,6,1,2,3,7,0
208,635,946,421,280,584,302,142,259,504,1,8,9,5,3,7,4,0,2,6
359,652,8,85,6,292,799,390,879,126,5,7,1,2,0,4,8,6,9,3
686,856,89,272,206,764,704,302,950,360,5,8,0,2,1,7,6,3,9,4
888,92,239,264,195,613,243,804,681,179,9,0,3,5,2,6,4,8,7,1
103,150,245,746,925,3,50,244,903,517,2,3,5,7,9,0,1,4,8,6
937,274,666,525,787,346,924,205,436,421,9,1,6,5,7,2,8,0,4,3
876,299,5,527,942,481,523,708,687,181,8,2,0,5,9,3,4,7,6,1
275,404,744,512,250,881,48,942,228,683,3,4,7,5,2,8,0,9,1,6
957,211,410,575,531,960,219,128,224,953,8,1,4,6,5,9,2,0,3,7
426,830,382,508,998,920,565,834,436,518,1,6,0,3,9,8,5,7,2,4
230,317,811,842,613,270,794,330,574,979,0,2,7,8,5,1,6,3,4,9
651,814,818,813,217,416,763,566,847,657,3,7,8,6,0,1,5,2,9,4
331,455,442,950,729,150,645,525,308,216,3,5,4,9,8,0,7,6,2,1
896,771,256,118,102,908,967,461,215,935,6,5,3,1,0,7,9,4,2,8
33,313,821,370,173,137,687,139,876,895,0,4,7,5,3,1,6,2,8,9
749,522,591,59,61,723,735,829,883,230,7,3,4,0,1,5,6,8,9,2
848,451,398,55,304,489,856,539,932,788,7,3,2,0,1,4,8,5,9,6
25,235,424,948,741,58,363,462,950,429,0,2,4,8,7,1,3,6,9,5
309,491,962,900,170,649,536,464,13,220,3,5,9,8,1,7,6,4,0,2
690,997,19,565,915,267,273,633,859,127,6,9,0,4,8,2,3,5,7,1
428,361,73,832,909,344,372,385,422,975,6,2,0,7,8,1,3,4,5,9
321,658,876,238,885,869,782,917,887,982,1,2,5,0,6,4,3,8,7,9
764,518,902,650,698,824,68,260,906,219,6,3,8,4,5,7,0,2,9,1
515,376,599,803,107,323,591,49,912,962,4,3,6,7,1,2,5,0,8,9
467,885,398,201,127,343,615,147,702,718,5,9,4,2,0,3,6,1,7,8
321,984,367,485,293,597,439,811,569,855,1,9,2,4,0,6,3,7,5,8
613,974,975,958,244,679,28,249,79,331,5,8,9,7,2,6,0,3,1,4
691,80,64,173,898,390,312,451,598,730,7,1,0,2,9,4,3,5,6,8
600,41,692,768,663,744,783,433,99,909,3,0,5,7,4,6,8,2,1,9
929,997,224,611,26,856,41,506,804,786,8,9,2,4,0,7,1,3,6,5
1,14,34,337,470,648,422,603,428,542,0,1,2,3,6,9,4,8,5,7
371,467,139,742,561,15,361,692,185,29,5,6,2,9,7,0,4,8,3,1
929,569,81,800,116,93,897,759,708,586,9,3,0,7,2,1,8,6,5,4
48,614,703,937,951,85,960,165,270,54,0,5,6,7,8,2,9,3,4,1
839,360,906,599,908,912,771,774,986,967,4,0,5,1,6,7,2,3,9,8
238,459,690,110,723,291,742,167,654,541,2,4,7,0,8,3,9,1,6,5
624,736,666,684,54,935,221,408,760,95,4,7,5,6,0,9,2,3,8,1
629,425,61,647,512,244,145,31,823,75,7,5,1,8,6,4,3,0,9,2
365,83,25,513,57,218,37,903,326,676,6,3,0,7,2,4,1,9,5,8
980,335,731,263,763,350,611,509,168,579,9,2,7,1,8,3,6,4,0,5
577,523,657,202,592,456,542,477,535,645,6,3,9,0,7,1,5,2,4,8
60,522,766,829,17,906,736,239,615,865,1,3,6,7,0,9,5,2,4,8
414,790,602,72,445,937,817,736,913,175,2,6,4,0,3,9,7,5,8,1
93,277,645,96,603,819,590,718,87,161,1,4,7,2,6,9,5,8,0,3
653,761,360,601,148,363,769,161,578,631,7,8,2,5,0,3,9,1,4,6
945,316,915,402,407,992,198,568,547,294,8,2,7,3,4,9,0,6,5,1
456,247,284,193,955,430,58,121,632,408,7,3,4,2,9,6,0,1,8,5
354,884,879,551,178,875,66,728,580,740,2,9,8,3,1,7,0,5,4,6
485,186,939,64,457,7,303,719,860,687,5,2,9,1,4,0,3,7,8,6
874,157,595,27,662,199,968,820,560,487,8,1,5,0,6,2,9,7,4,3
197,89,439,457,385,787,292,527,208,312,1,0,6,7,5,9,3,8,2,4
133,625,740,924,949,610,228,428,680,221,0,5,7,8,9,4,2,3,6,1
159,780,460,208,199,855,452,960,858,915,0,5,4,2,1,6,3,9,7,8
310,464,592,500,760,765,305,33,706,335,2,4,6,5,8,9,1,0,7,3
336,431,885,564,148,638,683,738,621,967,1,2,8,3,0,5,6,7,4,9
981,478,534,564,783,171,860,755,465,197,9,3,4,5,7,0,8,6,2,1
622,881,583,532,730,200,770,754,928,541,4,8,3,1,5,0,7,6,9,2
561,417,701,704,411,642,788,585,189,156,4,3,7,8,2,6,9,5,1,0
846,768,996,127,652,583,714,744,52,289,8,7,9,1,4,3,5,6,0,2
568,297,997,733,174,451,21,404,56,445,7,3,9,8,2,6,0,4,1,5
625,340,405,447,247,682,537,294,566,6,8,3,4,5,1,9,6,2,7,0
409,54,963,786,683,175,525,514,145,499,3,0,9,8,7,2,6,5,1,4
604,50,929,904,938,650,381,724,973,190,3,0,7,6,8,4,2,5,9,1
818,807,162,750,876,36,727,215,355,689,8,7,1,6,9,0,5,2,3,4
953,907,905,66,899,963,129,344,327,937,8,6,5,0,4,9,1,3,2,7
733,344,667,232,186,452,240,901,644,722,8,3,6,1,0,4,2,9,5,7
853,414,356,566,786,332,116,777,125,607,9,4,3,5,8,2,0,7,1,6
333,872,446,894,781,757,316,998,307,871,2,7,3,8,5,4,1,9,0,6
521,847,592,207,593,664,690,404,965,125,3,8,4,1,5,6,7,2,9,0
